date,open,high,low,close,preclose,volume,amount,turn,pctChg,divident
2015-12-30,1362.088,1368.467,1354.952,1364.703,1360.819,2219063072,36068038400.0,0.013457,0.2854,0.0
2015-12-31,1365.597,1367.133,1346.567,1346.566,1364.703,2089767088,32922185472.0,0.012673,-1.329,0.0
2016-01-04,1346.281,1346.65,1242.982,1243.256,1346.566,2177055888,30520955904.0,0.013188,-7.6721,0.0
2016-01-05,1207.746,1260.532,1206.37,1244.62,1243.256,3010081424,41532095744.0,0.018234,0.1097,0.0
2016-01-06,1249.952,1269.809,1243.117,1269.38,1244.62,2612143728,32991521024.0,0.015823,1.9894,0.0
2016-01-07,1250.313,1250.314,1176.024,1178.07,1269.38,897109776,10115134464.0,0.005434,-7.1933,0.0
2016-01-08,1208.276,1221.27,1154.81,1201.543,1178.07,3179630016,39340106240.0,0.019261,1.9925,0.0
2016-01-11,1183.898,1199.078,1141.876,1141.908,1201.543,3104581664,36495959296.0,0.018806,-4.9632,0.0
2016-01-12,1149.216,1160.505,1131.713,1151.059,1141.908,2367145264,28287906048.0,0.014339,0.8014,0.0
2016-01-13,1158.013,1167.117,1128.161,1128.494,1151.059,2208705872,25925884160.0,0.013379,-1.9604,0.0
2016-01-14,1100.865,1156.887,1099.418,1155.007,1128.494,2369005040,27875228928.0,0.014352,2.3494,0.0
2016-01-15,1146.665,1152.539,1107.561,1112.971,1155.007,2312975536,26291113984.0,0.014012,-3.6395,0.0
2016-01-18,1094.772,1132.727,1094.68,1121.488,1112.971,1780008352,21102253568.0,0.010783,0.7653,0.0
2016-01-19,1120.06,1160.13,1118.151,1158.0,1121.488,2412493040,29448107520.0,0.014615,3.2557,0.0
2016-01-20,1152.244,1160.945,1135.107,1141.157,1158.0,2324077360,28718623232.0,0.014079,-1.4545,0.0
2016-01-21,1126.821,1152.693,1109.137,1109.136,1141.157,2106201344,26149653504.0,0.01276,-2.806,0.0
2016-01-22,1121.905,1127.639,1098.261,1122.007,1109.136,1733078320,20592972800.0,0.010499,1.1605,0.0
2016-01-25,1130.347,1141.105,1124.658,1132.87,1122.007,1743022208,20416323584.0,0.010558,0.9682,0.0
2016-01-26,1122.116,1128.672,1068.124,1070.698,1132.87,2432085248,26744631296.0,0.014559,-5.488,0.0
2016-01-27,1075.855,1080.203,1029.344,1069.934,1070.698,2601540848,26877895168.0,0.015574,-0.0714,0.0
2016-01-28,1060.313,1075.795,1042.898,1046.351,1069.934,1944294464,20451820544.0,0.011639,-2.2042,0.0
2016-01-29,1046.272,1086.646,1045.737,1079.479,1046.351,1988551888,20968880896.0,0.011904,3.1661,0.0
2016-02-01,1076.576,1083.754,1057.815,1068.337,1079.479,1643644416,17844648960.0,0.009839,-1.0322,0.0
