date,open,high,low,close,preclose,volume,amount,turn,pctChg,divident
2015-12-30,1292.461,1295.236,1280.402,1292.877,1286.599,2055553024,24231335168.0,0.019641,0.4879,0.0
2015-12-31,1294.788,1297.408,1272.482,1272.482,1292.877,1887242640,23007442944.0,0.018033,-1.5775,0.0
2016-01-04,1271.844,1273.584,1165.378,1165.702,1272.482,1998010816,22399849728.0,0.020175,-8.3915,0.0
2016-01-05,1115.726,1177.634,1114.314,1157.327,1165.702,2936551632,30514944512.0,0.029652,-0.7185,0.0
2016-01-06,1161.479,1200.665,1161.45,1199.059,1157.327,3582585312,32601944576.0,0.036176,3.6059,0.0
2016-01-07,1175.044,1175.045,1091.796,1093.527,1199.059,960700320,8468906496.0,0.009701,-8.8012,0.0
2016-01-08,1119.46,1145.14,1060.322,1126.988,1093.527,3637117248,32507150848.0,0.036726,3.0599,0.0
2016-01-11,1103.804,1123.501,1057.672,1060.289,1126.988,3393411904,29892675840.0,0.034266,-5.9184,0.0
2016-01-12,1060.99,1074.615,1036.628,1062.218,1060.289,2411245568,22701741568.0,0.024349,0.1819,0.0
2016-01-13,1066.6,1080.285,1024.982,1024.981,1062.218,2638884944,23824439552.0,0.026647,-3.5056,0.0
2016-01-14,990.329,1058.399,989.713,1056.644,1024.981,2552348384,22666754304.0,0.025774,3.0891,0.0
2016-01-15,1048.281,1057.898,1014.211,1020.122,1056.644,2505816224,24133473280.0,0.025304,-3.4564,0.0
2016-01-18,997.556,1038.038,997.557,1025.526,1020.122,1876297968,18382768896.0,0.018947,0.5297,0.0
2016-01-19,1025.11,1063.204,1022.74,1061.635,1025.526,2183748176,21165289216.0,0.022047,3.521,0.0
2016-01-20,1054.136,1066.863,1046.313,1052.016,1061.635,2163998496,22113182976.0,0.021848,-0.9061,0.0
2016-01-21,1032.074,1057.909,1006.736,1006.735,1052.016,1822591200,20062658304.0,0.018401,-4.3042,0.0
2016-01-22,1015.998,1028.335,993.257,1021.166,1006.735,1545434992,16654873600.0,0.015594,1.4334,0.0
2016-01-25,1028.113,1041.111,1022.357,1032.207,1021.166,1661175984,16406586624.0,0.016693,1.0812,0.0
2016-01-26,1020.396,1025.618,962.081,965.44,1032.207,2248753104,20747146752.0,0.022597,-6.4684,0.0
2016-01-27,968.55,972.326,913.848,957.791,965.44,2231077552,19898690816.0,0.022419,-0.7923,0.0
2016-01-28,944.896,953.974,909.744,912.004,957.791,1758513408,15406101248.0,0.017671,-4.7805,0.0
