date,open,high,low,close,preclose,volume,amount,turn,pctChg,divident
2015-12-30,6604.449,6619.87,6549.948,6600.499,6600.946,903103008,12991090176.0,0.007643,-0.0068,0.0
2015-12-31,6602.673,6622.039,6551.644,6554.879,6600.499,850283200,12579515392.0,0.007196,-0.6912,0.0
2016-01-04,6542.209,6544.706,6081.328,6083.531,6554.879,998076608,13087632640.0,0.008446,-7.1908,0.0
2016-01-05,5947.426,6196.91,5918.075,6108.94,6083.531,1353616800,17783495424.0,0.011455,0.4177,0.0
2016-01-06,6130.441,6189.834,6081.798,6188.486,6108.94,961496304,12377550848.0,0.008137,1.3021,0.0
2016-01-07,6097.048,6097.166,5729.959,5750.919,6188.486,295416896,3649081936.0,0.0025,-7.0707,0.0
2016-01-08,5892.3,5950.92,5651.335,5860.155,5750.919,1289465200,16345525504.0,0.010912,1.8995,0.0
2016-01-11,5780.581,5819.754,5543.867,5546.976,5860.155,1207052608,14629180672.0,0.010208,-5.3442,0.0
2016-01-12,5586.061,5626.501,5514.629,5570.354,5546.976,870977408,10758266112.0,0.007366,0.4215,0.0
2016-01-13,5623.865,5673.953,5475.05,5475.878,5570.354,841611104,10280828416.0,0.007117,-1.6961,0.0
2016-01-14,5365.685,5611.805,5350.387,5600.802,5475.878,1028510608,12177548544.0,0.008698,2.2813,0.0
2016-01-15,5571.522,5597.699,5391.777,5424.818,5600.802,882859504,9932681984.0,0.007466,-3.1421,0.0
2016-01-18,5342.114,5514.569,5338.446,5455.391,5424.818,831864800,9288917760.0,0.007035,0.5636,0.0
2016-01-19,5464.961,5635.419,5450.459,5630.724,5455.391,1035826608,12326725888.0,0.00876,3.2139,0.0
2016-01-20,5596.842,5632.953,5481.781,5508.488,5630.724,929337200,11057340672.0,0.007859,-2.1709,0.0
2016-01-21,5435.841,5536.315,5361.001,5361.984,5508.488,829812096,9674420992.0,0.007018,-2.6596,0.0
2016-01-22,5408.45,5429.623,5302.631,5406.521,5361.984,723472704,8170703360.0,0.006117,0.8306,0.0
2016-01-25,5423.928,5456.541,5383.611,5423.93,5406.521,704562608,7430200576.0,0.005958,0.322,0.0
2016-01-26,5362.047,5376.728,5072.842,5089.261,5423.93,1101278496,11410217472.0,0.009312,-6.1702,0.0
2016-01-27,5096.11,5122.956,4892.102,5059.675,5089.261,1096727600,11228192000.0,0.009274,-0.5814,0.0
2016-01-28,5014.856,5077.753,4916.475,4921.233,5059.675,811318896,8094702592.0,0.00686,-2.7362,0.0
2016-01-29,4920.31,5118.655,4920.067,5080.598,4921.233,1075223104,11147008512.0,0.009092,3.2383,0.0
2016-02-01,5057.194,5084.508,4958.508,5007.723,5080.598,868241696,8856124928.0,0.007342,-1.4344,0.0
2016-02-02,5002.718,5131.608,5002.718,5117.797,5007.723,948126800,9414124800.0,0.008017,2.1981,0.0
2016-02-03,5062.24,5112.438,5020.354,5099.397,5117.797,782381104,7828275200.0,0.006616,-0.3595,0.0
2016-02-04,5120.835,5193.303,5119.785,5171.888,5099.397,987364400,9982868480.0,0.008349,1.4216,0.0
2016-02-05,5177.173,5193.076,5142.351,5145.301,5171.888,765111408,7894058240.0,0.00647,-0.5141,0.0
2016-02-15,5005.791,5144.191,4998.037,5123.194,5145.301,729184096,7921442816.0,0.006163,-0.4297,0.0
2016-02-16,5141.074,5288.555,5141.074,5280.994,5123.194,1171450400,11999696896.0,0.0099,3.0801,0.0
2016-02-17,5269.472,5330.294,5249.557,5329.06,5280.994,1380205504,14345936896.0,0.011664,0.9102,0.0
2016-02-18,5361.062,5367.469,5299.164,5309.582,5329.06,1367255808,14527931136.0,0.011555,-0.3655,0.0
2016-02-19,5297.845,5326.44,5270.603,5307.936,5309.582,1042147104,10590377472.0,0.008807,-0.031,0.0
2016-02-22,5366.593,5425.353,5349.307,5415.278,5307.936,1403140704,14921105152.0,0.011858,2.0223,0.0
2016-02-23,5413.879,5421.5,5326.7,5381.816,5415.278,1312742400,13918643456.0,0.011094,-0.6179,0.0
2016-02-24,5369.009,5450.131,5343.91,5450.131,5381.816,1326891104,14544823040.0,0.011214,1.2694,0.0
2016-02-25,5447.3,5447.3,5065.32,5085.396,5450.131,1746343696,18481468416.0,0.014759,-6.6922,0.0
2016-02-26,5125.566,5159.019,5035.201,5128.041,5085.396,1170888896,12472246272.0,0.009897,0.8386,0.0
2016-02-29,5126.774,5127.81,4872.079,4976.493,5128.041,1119726496,12041806592.0,0.009464,-2.9553,0.0
2016-03-01,4980.9,5085.168,4929.271,5067.616,4976.493,1069357808,10760023296.0,0.009039,1.8311,0.0
2016-03-02,5078.768,5285.743,5074.396,5276.677,5067.616,1567207600,16246368256.0,0.013247,4.1254,0.0
