date,open,high,low,close,preclose,volume,amount,turn,pctChg,divident
2015-12-30,2491.091,2493.047,2461.019,2491.524,2490.508,2842066208,34438639872.0,0.001778,0.0408,0.0
2015-12-31,2486.075,2497.435,2472.258,2474.251,2491.524,2997272208,34587023360.0,0.001876,-0.6933,0.0
2016-01-04,2475.021,2475.297,2303.014,2303.014,2474.251,3462085104,37753719808.0,0.002166,-6.9208,0.0
2016-01-05,2250.702,2341.892,2244.018,2317.035,2303.014,4807596288,51045135616.0,0.003008,0.6088,0.0
2016-01-06,2316.317,2365.671,2310.365,2361.756,2317.035,3808882000,39894992640.0,0.002383,1.9301,0.0
2016-01-07,2322.691,2322.691,2185.913,2193.404,2361.756,1108157504,11474807552.0,0.000692,-7.1283,0.0
2016-01-08,2246.676,2286.218,2162.71,2245.489,2193.404,5152593152,53797582080.0,0.003215,2.3746,0.0
2016-01-11,2206.949,2234.831,2135.173,2135.559,2245.489,4848350464,48888155648.0,0.003025,-4.8956,0.0
2016-01-12,2152.895,2171.367,2126.14,2147.316,2135.559,3514437408,36195368704.0,0.002193,0.5505,0.0
2016-01-13,2166.295,2174.578,2109.721,2110.302,2147.316,3202494400,32986276096.0,0.001998,-1.7237,0.0
2016-01-14,2058.648,2148.553,2054.44,2145.18,2110.302,3663096496,35415650816.0,0.002285,1.6527,0.0
2016-01-15,2131.911,2140.421,2058.014,2070.512,2145.18,3464162304,33603671296.0,0.002161,-3.4807,0.0
2016-01-18,2036.321,2094.76,2034.645,2069.796,2070.512,2680609504,25299830016.0,0.001672,-0.0346,0.0
2016-01-19,2073.647,2150.086,2060.969,2143.494,2069.796,3722216800,37594149888.0,0.002322,3.5606,0.0
2016-01-20,2134.646,2146.117,2097.855,2110.609,2143.494,3922114496,39259455232.0,0.002447,-1.5342,0.0
2016-01-21,2083.106,2132.466,2052.759,2052.78,2110.609,3435451504,32473758464.0,0.002143,-2.7399,0.0
2016-01-22,2076.412,2093.284,2035.582,2079.38,2052.78,2706519600,25575155456.0,0.001689,1.2958,0.0
2016-01-25,2087.745,2098.227,2068.375,2083.723,2079.38,2174107408,19964754944.0,0.001356,0.2089,0.0
2016-01-26,2062.552,2067.266,1939.863,1945.371,2083.723,3775143696,34523878656.0,0.002355,-6.6397,0.0
2016-01-27,1954.483,1965.341,1883.488,1943.611,1945.371,3930266400,34956352512.0,0.002452,-0.0905,0.0
2016-01-28,1929.585,1951.212,1878.647,1886.354,1943.611,2971655296,26312112384.0,0.001854,-2.9459,0.0
2016-01-29,1889.002,1969.339,1889.002,1955.114,1886.354,3824287696,33961257216.0,0.002386,3.6451,0.0
2016-02-01,1950.13,1954.652,1893.337,1916.538,1955.114,2733516000,23805513216.0,0.001705,-1.9731,0.0
2016-02-02,1915.655,1964.791,1915.308,1955.706,1916.538,2615654000,23459043328.0,0.001632,2.0437,0.0
2016-02-03,1932.658,1943.999,1912.442,1938.898,1955.706,2197008000,19391561472.0,0.001371,-0.8594,0.0
2016-02-04,1948.819,1974.422,1948.681,1963.318,1938.898,2502030496,22994238208.0,0.001561,1.2595,0.0
2016-02-05,1959.615,1966.947,1948.636,1949.348,1963.318,2045579504,20020499456.0,0.001276,-0.7115,0.0
2016-02-15,1894.469,1939.478,1891.991,1928.768,1949.348,1889323104,17604887296.0,0.001179,-1.0557,0.0
2016-02-16,1940.071,1994.32,1939.799,1989.716,1928.768,3060729104,26813072640.0,0.00191,3.1599,0.0
2016-02-17,1985.225,2014.854,1980.924,2011.746,1989.716,3437354800,30392064256.0,0.002145,1.1072,0.0
2016-02-18,2020.1,2034.01,2003.946,2005.979,2011.746,3093860704,28583893760.0,0.00193,-0.2867,0.0
2016-02-19,2001.475,2011.107,1988.217,2002.192,2005.979,2163929008,19326968832.0,0.00135,-0.1888,0.0
2016-02-22,2025.119,2069.485,2019.052,2059.886,2002.192,3905928400,36475281152.0,0.002437,2.8815,0.0
2016-02-23,2057.431,2058.109,2016.381,2035.065,2059.886,2687619104,25027930112.0,0.001677,-1.205,0.0
2016-02-24,2025.054,2051.359,2010.066,2050.9,2035.065,2622891696,24061303040.0,0.001636,0.7781,0.0
2016-02-25,2045.849,2045.849,1908.121,1916.892,2050.9,4245956304,36399666688.0,0.002649,-6.5341,0.0
2016-02-26,1933.119,1954.53,1911.314,1943.52,1916.892,2630676400,22745281280.0,0.001641,1.3891,0.0
2016-02-29,1938.305,1939.805,1865.85,1917.738,1943.52,3916158304,33168529408.0,0.002443,-1.3266,0.0
2016-03-01,1919.477,1972.01,1906.5,1955.948,1917.738,2959585904,27992084224.0,0.001846,1.9924,0.0
2016-03-02,1962.103,2045.028,1960.558,2042.116,1955.948,5097880320,46820915712.0,0.003181,4.4054,0.0
2016-03-03,2042.346,2059.408,2030.12,2047.796,2042.116,4547667200,43399574272.0,0.002837,0.2781,0.0
2016-03-04,2040.276,2111.789,2036.517,2107.579,2047.796,8595312640,78672195584.0,0.005363,2.9194,0.0
2016-03-07,2114.215,2129.255,2087.413,2103.144,2107.579,4005873200,38149431808.0,0.002499,-0.2104,0.0
2016-03-08,2097.232,2105.552,2025.955,2103.847,2103.144,3900335504,35705183488.0,0.002433,0.0334,0.0
2016-03-09,2056.691,2091.614,2036.442,2090.775,2103.847,3808329008,34644426496.0,0.002376,-0.6213,0.0
2016-03-10,2070.692,2083.373,2035.367,2036.318,2090.775,2087298096,19900998912.0,0.001302,-2.6046,0.0
2016-03-11,2018.273,2048.471,2013.947,2048.031,2036.318,2444346096,23904780800.0,0.001525,0.5752,0.0
2016-03-14,2061.713,2105.526,2054.755,2067.683,2048.031,3511461696,35565111296.0,0.002191,0.9596,0.0
2016-03-15,2064.427,2089.234,2040.24,2086.257,2067.683,3464713104,32999424512.0,0.002162,0.8983,0.0
2016-03-16,2073.156,2117.85,2070.107,2108.85,2086.257,6038157824,57696394752.0,0.003767,1.0829,0.0
2016-03-17,2109.735,2137.261,2091.103,2117.298,2108.85,3807790208,38825808128.0,0.002376,0.4006,0.0
