date,equalw_nav,regime_nav,benchmark_nav
2023-10-27,1.0,1.0,1.0
2023-10-30,1.0033331696763408,1.0033331696763408,1.0038669760247487
2023-10-31,0.9982540752234477,0.9982540752234481,1.0023201856148494
2023-11-01,0.9969151684834283,0.9969151684834285,1.0015467904098994
2023-11-02,0.99204039349106,0.9920403934910602,0.9969064191802011
2023-11-03,1.0051141712959137,1.005114171295914,1.0046403712296983
2023-11-06,1.008853509664574,1.0088535096645743,1.0177880897138438
2023-11-07,1.009073686045832,1.0090736860458323,1.0146945088940449
2023-11-08,1.0075604645783798,1.00756046457838,1.011600928074246
2023-11-09,1.0076929130519088,1.0076929130519088,1.0123743232791957
2023-11-10,1.0024806318972903,1.0024806318972905,1.0046403712296983
2023-11-13,1.0079701938179377,1.007970193817938,1.0038669760247487
2023-11-14,1.0097115820541593,1.0097115820541596,1.0038669760247487
2023-11-15,1.0158327669563298,1.01583276695633,1.011600928074246
2023-11-16,1.0076227412941476,1.0076227412941479,1.0015467904098994
2023-11-17,1.0081808701756472,1.0081808701756474,1.0
2023-11-20,1.0118879833250112,1.0118879833250114,1.0015467904098994
2023-11-21,1.010868918142006,1.010868918142006,1.003093580819799
2023-11-22,1.001290214711598,1.0012902147115983,0.9930394431554526
2023-11-23,1.0064711339977128,1.006471133997713,0.9976798143851509
2023-11-24,0.9986913471961846,0.9986913471961846,0.9914926527455531
2023-11-27,0.9963274233056052,0.9963274233056053,0.9853054911059552
2023-11-28,0.997249144548389,0.9972491445483891,0.9860788863109049
2023-11-29,0.9922296676269529,0.992229667626953,0.9783449342614076
2023-11-30,0.9912705424645303,0.9912705424645304,0.979891724671307
2023-12-01,0.9923478714003946,0.9923478714003947,0.9760247486465584
2023-12-04,0.9922102918989463,0.9922102918989465,0.9698375870069607
2023-12-05,0.9744733072951591,0.9744733072951592,0.951276102088167
2023-12-06,0.9779856943587689,0.977985694358769,0.9520494972931169
2023-12-07,0.9753904626756363,0.9753904626756367,0.9497293116782677
2023-12-08,0.974411069715081,0.9744110697150811,0.9520494972931169
2023-12-11,0.98283151830877,0.9828315183087701,0.9582366589327147
2023-12-12,0.9832825609610768,0.9832825609610771,0.9605568445475638
2023-12-13,0.9733322740405859,0.973332274040586,0.9458623356535191
